Symbol,Security,GICSSector,GICS Sub-Industry,Headquarters Location,Date added,CIK,Founded
"July 23, 2025",XYZ,"Block, Inc.",HES,Hess Corporation,S&P 500 and S&P 100 constituent Chevron Corp. acquired Hess Corp.[4],,
"July 18, 2025",TTD,Trade Desk (The),ANSS,Ansys,S&P 500 constituent Synopsys Inc. acquired Ansys.[5],,
"July 9, 2025",DDOG,Datadog,JNPR,Juniper Networks,S&P 500 constituent Hewlett Packard Enterprise Co. acquired Juniper Networks.[6],,
"May 19, 2025",COIN,Coinbase,DFS,Discover Financial,S&P 500 constituent Capital One Financial Corp. acquired Discover Financial Services.[7],,
"March 24, 2025",DASH,DoorDash,BWA,BorgWarner,Market capitalization change.[8],,
"March 24, 2025",TKO,TKO Group Holdings,TFX,Teleflex,Market capitalization change.[8],,
"March 24, 2025",WSM,"Williams-Sonoma, Inc.",CE,Celanese,Market capitalization change.[8],,
"March 24, 2025",EXE,Expand Energy,FMC,FMC Corporation,Market capitalization change.[8],,
"December 23, 2024",APO,Apollo Global Management,QRVO,Qorvo,Market capitalization change.[9],,
"December 23, 2024",WDAY,"Workday, Inc.",AMTM,Amentum,Market capitalization change.[9],,
"December 23, 2024",LII,Lennox International,CTLT,Catalent,Novo Holdings A/Sacquired Catalent.[10],,
"November 26, 2024",TPL,Texas Pacific Land Corporation,MRO,Marathon Oil,S&P 500 & 100 constituent ConocoPhillips acquired Marathon Oil.[11],,
"October 1, 2024",,,BBWI,"Bath & Body Works, Inc.",Market capitalization change.[12],,
"September 30, 2024",AMTM,Amentum,,,"S&P 500 constituentJacobs Solutionsspun off its Critical Mission Solutions and Cyber Intelligence business, which merged with private Amentum to create newly publicly traded Amentum Holdings.[12]",,
"September 23, 2024",PLTR,Palantir Technologies,AAL,American Airlines Group,Market capitalization change.[13],,
"September 23, 2024",DELL,Dell Technologies,ETSY,Etsy,Market capitalization change.[13],,
"September 23, 2024",ERIE,Erie Indemnity,BIO,Bio-Rad Laboratories,Market capitalization change.[13],,
"June 24, 2024",KKR,KKR,RHI,Robert Half,Market capitalization change.[14],,
"June 24, 2024",CRWD,CrowdStrike,CMA,Comerica,Market capitalization change.[14],,
"June 24, 2024",GDDY,GoDaddy,ILMN,"Illumina, Inc.",Market capitalization change.[14],,
"May 8, 2024",VST,Vistra,PXD,Pioneer Natural Resources,S&P 500 and S&P 100 constituentExxonMobilacquired Pioneer Natural Resources.[15],,
"April 3, 2024",,,XRAY,Dentsply Sirona,Market capitalization change.[16],,
"April 3, 2024",,,VFC,VF Corporation,Market capitalization change.[16],,
"April 2, 2024",GEV,GE Vernova,,,S&P 500 and 100 constituent General Electric Corp. spun off GE Vernova.[16],,
"April 1, 2024",SOLV,Solventum,,,S&P 500 and 100 constituent 3M Co. spun off Solventum.[16],,
"March 18, 2024",SMCI,Supermicro,WHR,Whirlpool Corporation,Market capitalization change.[17],,
"March 18, 2024",DECK,Deckers Brands,ZION,Zions Bancorporation,Market capitalization change.[17],,
"December 18, 2023",UBER,Uber,SEE,Sealed Air,Market capitalization change.[18],,
"December 18, 2023",JBL,Jabil,ALK,Alaska Air Group,Market capitalization change.[18],,
"December 18, 2023",BLDR,Builders FirstSource,SEDG,SolarEdge,Market capitalization change.[18],,
"October 18, 2023",HUBB,Hubbell,OGN,Organon & Co.,Market capitalization change.[19],,
"October 18, 2023",LULU,Lululemon Athletica,ATVI,Activision Blizzard,S&P 500 and S&P 100 constituentMicrosoft acquired Activision Blizzard.[19],,
"October 3, 2023",,,DXC,DXC Technology,Market capitalization change.[20],,
"October 2, 2023",VLTO,Veralto,,,S&P 500 and S&P 100 constituent Danaher Corporation spun off Veralto.[20],,
"September 18, 2023",BX,Blackstone,LNC,Lincoln National Corporation,Market capitalization change.[21],,
"September 18, 2023",ABNB,Airbnb,NWL,Newell Brands,Market capitalization change.[21],,
"August 25, 2023",KVUE,Kenvue,AAP,Advance Auto Parts,S&P 500 and S&P 100 constituent Johnson & Johnson offered to exchange the shares of Kenvue held for shares of Johnson & Johnson in a split-off exchange offer.[22],,
"June 20, 2023",PANW,Palo Alto Networks,DISH,Dish Network,Market capitalization change.[23],,
"May 4, 2023",AXON,Axon Enterprise,FRC,First Republic Bank,TheFederal Deposit Insurance Corporation(FDIC) placed First Republic Bank into FDIC Receivership.[24],,
"March 20, 2023",FICO,Fair Isaac,LUMN,Lumen Technologies,Market capitalization change.[25],,
"March 15, 2023",BG,Bunge Global,SBNY,Signature Bank,The FDIC placed Signature Bank into FDIC Receivership.[26],,
"March 15, 2023",PODD,Insulet,SIVB,SVB Financial Group,"The FDIC placed SVB's main subsidiary,Silicon Valley Bank, into receivership.[27]",,
"January 5, 2023",,,VNO,Vornado Realty Trust,Market capitalization change.[28],,
"January 4, 2023",GEHC,GE HealthCare,,,S&P 500 constituent General Electric spun off GE HealthCare.[29],,
"December 22, 2022",STLD,Steel Dynamics,ABMD,Abiomed,S&P 500 constituent Johnson & Johnson acquired Abiomed.[30],,
"December 19, 2022",FSLR,First Solar,FBHS,Fortune Brands Home & Security,Market capitalization change.[31],,
"December 19, 2022",,,MBC,MasterBrand,Market capitalization change.[31],,
"December 15, 2022",MBC,MasterBrand,,,S&P 500 constituent Fortune Brands Home & Security spun off MasterBrand.[31],,
"November 1, 2022",ACGL,Arch Capital Group,TWTR,Twitter,Elon Muskacquired Twitter.[32],,
"October 12, 2022",TRGP,Targa Resources,NLSN,Nielsen Holdings,Elliot Management Corpacquired Nielsen Holdings.[33],,
"October 3, 2022",PCG,PG&E,CTXS,Citrix Systems,Vista Equity Partnersacquired Citrix Systems.[34],,
"October 3, 2022",EQT,EQT Corporation,DRE,Duke Realty,S&P 500 constituent Prologis Inc. acquired Duke Realty.[34],,
"September 19, 2022",CSGP,CoStar Group,PVH,PVH,Market capitalization change.[35],,
"September 19, 2022",INVH,Invitation Homes,PENN,Penn Entertainment,Market capitalization change.[35],,
"June 21, 2022",,,UA,Under Armour(Class C),Market capitalization change.[36],,
"June 21, 2022",KDP,Keurig Dr Pepper,UAA,Under Armour(Class A),Market capitalization change.[36],,
"June 21, 2022",ON,ON Semiconductor,IPGP,IPG Photonics,Market capitalization change.[36],,
"June 8, 2022",VICI,Vici Properties,CERN,Cerner,S&P 500 constituent Oracle Corp. acquired Cerner.[36],,
"April 11, 2022",WBD,Warner Bros. Discovery,DISCA,"Discovery, Inc.",WarnerMedia and Discovery merge to createWarner Bros. Discovery.[37],,
"April 11, 2022",,,DISCK,"Discovery, Inc.",WarnerMedia and Discovery merge to createWarner Bros. Discovery.[37],,
"April 4, 2022",CPT,Camden Property Trust,PBCT,People's United Financial,S&P 500 constituent M&T Bank Corp. acquired People's United Financial.[38],,
"March 2, 2022",MOH,Molina Healthcare,INFO,IHS Markit,S&P 500 constituent S&P Global Inc. acquired IHS Markit.[39],,
"February 15, 2022",NDSN,Nordson Corporation,XLNX,Xilinx,S&P 500 constituent Advanced Micro Devices acquired Xilinx.[40],,
"February 3, 2022",,,GPS,Gap,Market capitalization change.[41],,
"February 2, 2022",CEG,Constellation Energy,,,S&P 500 and 100 constituent Exelon Corp. spun off Constellation Energy.[41],,
"December 20, 2021",SBNY,Signature Bank,LEG,Leggett & Platt,Market capitalization change.[42],,
"December 20, 2021",SEDG,SolarEdge,HBI,Hanesbrands,Market capitalization change.[42],,
"December 20, 2021",FDS,FactSet,WU,Western Union,Market capitalization change.[42],,
"December 14, 2021",EPAM,EPAM Systems,KSU,Kansas City Southern,Canadian Pacificacquired Kansas City Southern.[43],,
"September 20, 2021",MTCH,Match Group,PRGO,Perrigo,Market capitalization change.[44],,
"September 20, 2021",CDAY,Ceridian,UNM,Unum,Market capitalization change.[44],,
"September 20, 2021",BRO,Brown & Brown,NOV,Nov,Market capitalization change.[44],,
"August 30, 2021",TECH,Bio-Techne,MXIM,Maxim Integrated,S&P 500 constituent Analog Devices acquired Maxim Integrated Products.[45],,
"July 21, 2021",MRNA,Moderna,ALXN,Alexion Pharmaceuticals,AstraZenecaacquired Alexion Pharmaceuticals.[46],,
"June 4, 2021",,,HFC,HollyFrontier,Market capitalization change.[47],,
"June 3, 2021",OGN,Organon & Co.,,,S&P 500/100 constituent Merck & Co. spun off Organon.[47],,
"May 14, 2021",CRL,Charles River Laboratories,FLIR,FLIR Systems,S&P 500 constituentTeledyne Technologiesacquired FLIR Systems.[48],,
"April 20, 2021",PTC,PTC,VAR,Varian Medical Systems,Siemens Healthineersacquired Varian Medical Systems.[49],,
"March 22, 2021",NXPI,NXP,FLS,Flowserve,Market capitalization change.[50],,
"March 22, 2021",PENN,Penn National Gaming,SLG,SL Green Realty,Market capitalization change.[50],,
"March 22, 2021",GNRC,Generac Holdings,XRX,Xerox,Market capitalization change.[50],,
"March 22, 2021",CZR,Caesars Entertainment,VNT,Vontier,Market capitalization change.[50],,
"February 12, 2021",MPWR,Monolithic Power Systems,FTI,TechnipFMC,TechnipFMC was removed from the S&P 500 in anticipation of its announced spin-off of Technip Energies.[51],,
"January 21, 2021",TRMB,Trimble,CXO,Concho Resources,S&P 500/100 constituentConocoPhillipsacquired Concho Resources.[52],,
"January 7, 2021",ENPH,Enphase Energy,TIF,Tiffany & Co,LVMHMoet Hennessy-Louis Vuitton SE acquired Tiffany & Co.[53],,
"December 21, 2020",TSLA,Tesla,AIV,Apartment Investment & Management,Apartment Investment and Management (Aimco) spun off Apartment Income REIT.[54],,
"October 12, 2020",,,NBL,Noble Energy,Chevron acquired Noble Energy.[55],,
"October 9, 2020",VNT,Vontier,,,S&P 500 constituentFortivespun off Vontier.[55],,
"October 7, 2020",POOL,Pool Corporation,ETFC,E-Trade,Morgan Stanley acquired E*Trade.[56],,
"September 21, 2020",ETSY,Etsy,HRB,H&R Block,Market capitalization change.[57],,
"September 21, 2020",TER,Teradyne,COTY,Coty,Market capitalization change.[57],,
"September 21, 2020",CTLT,Catalent,KSS,Kohl's,Market capitalization change.[57],,
"June 22, 2020",BIO,Bio-Rad Laboratories,ADS,Alliance Data Systems,Market capitalization change.[58],,
"June 22, 2020",TDY,Teledyne,HOG,Harley-Davidson,Market capitalization change.[58],,
"June 22, 2020",TYL,Tyler Technologies,JWN,Nordstrom,Market capitalization change.[58],,
"May 22, 2020",WST,West Pharmaceutical Services,HP,Helmerich & Payne,Market capitalization change.[59],,
"May 12, 2020",DPZ,Domino's Pizza,CPRI,Capri Holdings,Market capitalization change.[60],,
"May 12, 2020",DXCM,Dexcom,AGN,Allergan,Allergan acquired byAbbVie.[60],,
"April 6, 2020",,,M,Macy's,Market capitalization change.[61],,
"April 6, 2020",,,RTN,Raytheon Company,United Technologies spun off Otis and Carrier and acquired Raytheon Company.[61],,
"April 3, 2020",OTIS,Otis Worldwide,,,United Technologies spun off Otis and Carrier and acquired Raytheon Company.[61],,
"April 3, 2020",CARR,Carrier,,,United Technologies spun off Otis and Carrier and acquired Raytheon Company.[61],,
"April 1, 2020",HWM,Howmet Aerospace,ARNC,Arconic,Arconic separated into 2 companies - Howmet remained on the index.[62],,
"March 2, 2020",IR,Ingersoll Rand,XEC,Cimarex Energy,"Gardner Denver acquiredIngersoll Rand's industrial businesses then changed its name to the ""new"" Ingersoll Rand Inc.[63][64]",,
"January 28, 2020",PAYC,Paycom,WCG,WellCare,S&P 500 constituent Centene Corp. (NYSE: CNC) acquired Wellcare Health Plans.[65],,
"December 23, 2019",LYV,Live Nation Entertainment,AMG,Affiliated Managers Group,Market capitalization change.[66],,
"December 23, 2019",ZBRA,Zebra Technologies,TRIP,TripAdvisor,Market capitalization change.[66],,
"December 23, 2019",STE,Steris,MAC,Macerich,Market capitalization change.[66],,
"December 9, 2019",ODFL,Old Dominion Freight Line,STI,SunTrust Banks,BB&T acquired SunTrust to formTruist Financial.[67],,
"December 5, 2019",WRB,W. R. Berkley Corporation,VIAB,Viacom,CBS acquired Viacom to formViacomCBS.[68],,
"November 21, 2019",NOW,ServiceNow,CELG,Celgene,Bristol-Myers Squibb(NYSE:BMY) acquired Celgene.[69],,
"October 3, 2019",LVS,Las Vegas Sands,NKTR,Nektar Therapeutics,Market capitalization change.[70],,
"September 26, 2019",NVR,NVR,JEF,Jefferies Financial Group,JEF spun off SPB.[71],,
"September 23, 2019",CDW,CDW Corporation,TSS,TSYS,S&P 500 constituentGlobal Payments(NYSE: GPN) acquired TSS.[72],,
"August 9, 2019",LDOS,Leidos,APC,Anadarko Petroleum,S&P 500 & 100 constituent Occidental Petroleum Corp. (NYSE:OXY) acquired Anadarko Petroleum.[73],,
"August 9, 2019",IEX,IDEX Corporation,FL,Foot Locker,Market capitalization change.[73],,
"July 15, 2019",TMUS,T-Mobile US,RHT,Red Hat,S&P 500 & 100 constituentIBMacquired Red Hat.[74],,
"July 1, 2019",MKTX,MarketAxess,LLL,L3 Technologies,L3 purchased by Harris Corporation[75],,
"June 11, 2019",AMCR,Amcor,BMS,Bemis,BMS changed to AMCR post merger with Amcor;[76]subsequently renamed toAmcor[77],,
"June 7, 2019",BMS,Bemis,MAT,Mattel,Pending merger of Bemis and Amcor; Bemis treated as the surviving entity.[78],,
"June 3, 2019",DD,DuPont,DWDP,DuPont,DWDP changed to DD after spinning off Corteva.[79],,
"June 3, 2019",CTVA,Corteva,FLR,Fluor Corporation,CTVA spun off from DWDP (which then changed symbol to DD)[79],,
"April 2, 2019",DOW,Dow,BHF,Brighthouse Financial,DOW spun off from DWDP[80],,
"March 19, 2019",FOXA,Fox Corporation,FOXA,21st Century Fox,21st Century Fox merged with Disney and some parts spun off as Fox Corporation.[81],,
"March 19, 2019",FOX,Fox Corporation,FOX,21st Century Fox,21st Century Fox merged with Disney and some parts spun off as Fox Corporation.[81],,
"February 27, 2019",WAB,Wabtec,GT,The Goodyear Tire & Rubber Company,WAB acquired GE transportation business[82],,
"February 15, 2019",ATO,Atmos Energy,NFX,Newfield Exploration,ECA acquired NFX[83],,
"January 18, 2019",TFX,Teleflex,PCG,Pacific Gas & Electric Company,PCG filed for bankruptcy[84],,
"January 2, 2019",FRC,First Republic Bank,SCG,SCANA,Dominion Energy acquired SCANA Corporation[85],,
"December 24, 2018",CE,Celanese,ESRX,Express Scripts,S&P 500 constituent Cigna (NYSE: CI) acquired ESRX[86],,
"December 3, 2018",LW,Lamb Weston,COL,Rockwell Collins,UTX acquired COL[87],,
"December 3, 2018",MXIM,Maxim Integrated,AET,Aetna,CVS acquired Aetna[87],,
"December 3, 2018",FANG,Diamondback Energy,SRCL,Stericycle,Market Capitalization change[87],,
"November 13, 2018",JKHY,Jack Henry & Associates,EQT,EQT Corporation,EQT spun off ETRN[88],,
"November 6, 2018",KEYS,Keysight,CA,CA Technologies,CA acquired byBroadcom.[89],,
"October 11, 2018",FTNT,Fortinet,EVHC,Envision Healthcare,EVHC acquired byKKR.[90],,
"October 1, 2018",ROL,Rollins,ANDV,Andeavor,ANDV acquired byMarathon Petroleum.[91],,
"September 14, 2018",WCG,WellCare,XL,XL Group,XL acquired byAXA.[92],,
"August 28, 2018",ANET,Arista Networks,GGP,GGP,GGP acquired byBrookfield Property Partners.[93],,
"July 2, 2018",CPRT,Copart,DPS,Dr Pepper Snapple Group,DPS acquired byKeurig Green Mountain.[94],,
"June 20, 2018",FLT,FleetCor Technologies,TWX,Time Warner,AT&T acquired Time Warner.[95],,
"June 18, 2018",BR,Broadridge Financial Solutions,RRC,Range Resources,Market capitalization change.[96],,
"June 18, 2018",HFC,HollyFrontier,AYI,Acuity Brands,Market capitalization change.[96],,
"June 7, 2018",TWTR,Twitter,MON,Monsanto,Bayeracquired Monsanto.[97],,
"June 5, 2018",EVRG,Evergy,NAVI,Navient,Westar Energy (NYSE: WR) acquired Great Plains Energy (NYSE: GXP) and changed name to Evergy.[98],,
"May 31, 2018",ABMD,Abiomed,WYN,Wyndham Worldwide,Wyndham Worldwide spun offWyndham Hotels & Resorts(NYSE:WH).[99],,
"April 4, 2018",MSCI,MSCI,CSRA,CSRA,S&P 500 constituentGeneral Dynamics(NYSE: GD) acquired CSRA.[100],,
"March 19, 2018",TTWO,Take-Two Interactive,SIG,Signet Jewelers,Market capitalization change.[101],,
"March 19, 2018",SIVB,SVB Financial Group,PDCO,Patterson Companies,Market capitalization change.[101],,
"March 19, 2018",NKTR,Nektar Therapeutics,CHK,Chesapeake Energy,Market capitalization change.[101],,
"March 7, 2018",IPGP,IPG Photonics,SNI,Scripps Networks Interactive,Discovery Communicationsacquired SNI.[102],,
"January 3, 2018",HII,Huntington Ingalls Industries,BCR,CR Bard,Becton Dickinsonacquired BCR.[103],,
"October 13, 2017",NCLH,Norwegian Cruise Line Holdings,LVLT,Level 3 Communications,CenturyLinkacquired LVLT.[104],,
"September 18, 2017",CDNS,Cadence Design Systems,SPLS,Staples,Sycamore Partnersacquired Staples.[105],,
"September 1, 2017",DWDP,DuPont,DOW,Dow Chemical Company,The Dow Chemical Company renamed to DowDuPont Inc. and ticker changed from DOW to DWDP after acquiring DuPont.[106],,
"September 1, 2017",SBAC,SBA Communications,DD,DuPont,The Dow Chemical Company acquired DuPont.[106],,
"August 29, 2017",Q,QuintilesIMS,WFM,Whole Foods Market,Amazonacquired Whole Foods Market.[106],,
"August 8, 2017",BHF,Brighthouse Financial,AN,AutoNation,"BHF replaced AN,[107]MET spun off BHF[107]",,
"July 26, 2017",DRE,Duke RealtyCorp,RIG,Transocean,Market capitalization change.[108],,
"July 26, 2017",AOS,A. O. Smith,BBBY,Bed Bath & Beyond,Market capitalization change.[108],,
"July 26, 2017",PKG,Packaging Corporation of America,MUR,Murphy Oil,Market capitalization change.[108],,
"July 26, 2017",RMD,ResMed,MNK,Mallinckrodt,Market capitalization change.[108],,
"July 26, 2017",MGM,MGM Resorts International,RAI,Reynolds American,British American Tobacco(NYSE MKT:BTI) acquired Reynolds American.[108],,
"July 7, 2017",BKR,Baker Hughes,BHI,Baker Hughes,Baker Hughes merged with GE Oil & Gas to form new company.[109],,
"June 19, 2017",HLT,Hilton,YHOO,Yahoo!,VZ acquired YHOO operations; remainder of YHOO converted to closed-end company known asAltaba.[110],,
"June 19, 2017",ALGN,Align Technology,TDC,Teradata,Market capitalization changes.[110],,
"June 19, 2017",ANSS,Ansys,R,Ryder System,Market capitalization changes.[110],,
"June 19, 2017",RE,Everest Re,MJN,Mead Johnson,Reckitt Benckiseracquired Mead Johnson Nutrition.[111],,
"June 2, 2017",INFO,IHS Markit,TGNA,Tegna,TGNA spins offCars.com[112],,
"April 5, 2017",IT,Gartner,DNB,Dun & Bradstreet,IT acquiring CEB[113],,
"April 4, 2017",DXC,DXC Technology,SWN,Southwestern Energy,"HPE spins off Everett, merged with CSC to form DXC[114][115]",,
"March 20, 2017",AMD,Advanced Micro Devices,URBN,Urban Outfitters,Market capitalization change.[116],,
"March 20, 2017",RJF,Raymond James Financial,FTR,Frontier Communications,Market capitalization change.[116],,
"March 20, 2017",ARE,Alexandria Real Estate Equities,FSLR,First Solar,Market capitalization change.[116],,
"March 16, 2017",SNPS,Synopsys,HAR,Harman International,Samsung Electronicsacquired Harman International Industries.[117],,
"March 13, 2017",DISH,Dish Network,LLTC,Linear Technology,S&P 500 constituentAnalog Devices(NASD:ADI) acquired Linear Technology.[118],,
"March 2, 2017",REG,Regency Centers,ENDP,Endo International,REG acquires EQY[119],,
"March 1, 2017",CBOE,Cboe Holdings,PBI,Pitney Bowes,CBOE acquires BATS[119],,
"February 28, 2017",INCY,Incyte,SE,Spectra Energy,SE acquired by ENB[119],,
"January 5, 2017",IDXX,Idexx Laboratories,STJ,St Jude Medical,S&P 100 & 500 constituent Abbott Laboratories (NYSE:ABT) acquired St. Jude Medical.[120],,
"December 2, 2016",MAA,Mid-America Apartments,OI,Owens-Illinois,Market capitalization change.[121],,
"December 2, 2016",EVHC,Envision Healthcare,LM,Legg Mason,Market capitalization change.[121],,
"November 1, 2016",ARNC,Arconic,AA,Alcoa,AA spins off ARNC,,
"September 30, 2016",COTY,Coty,DO,Diamond Offshore Drilling,COTY replaces DO[122],,
"September 22, 2016",COO,The Cooper Companies,HOT,Starwood,MAR acquires HOT[123],,
"September 8, 2016",CHTR,Charter Communications,EMC,EMC Corporation,Dell acquires EMC[124],,
"September 6, 2016",MTD,Mettler Toledo,TYC,Tyco International,TYC acquires JCI (and retains JCI ticker).[125],,
"July 5, 2016",FTV,Fortive Corp,CPGX,Columbia Pipeline Group,CPGX acquired by TRP[126],,
"July 1, 2016",LNT,Alliant Energy Corp,GAS,AGL Resources,GAS acquired by SO[127],,
"July 1, 2016",ALB,Albemarle Corporation,TE,TECO Energy,TE acquired by EMA[126],,
"June 22, 2016",FBHS,Fortune Brands Home & Security,CVC,Cablevision Systems,CVC acquired by Altice NV[128],,
"June 3, 2016",TDG,TransDigm Group,BXLT,Baxalta,SHPG acquiring BXLT[129],,
"May 31, 2016",AJG,Arthur J. Gallagher & Co.,CCE,Coca-Cola Enterprises,CCE merging with European bottlers[130],,
"May 23, 2016",LKQ,LKQ Corporation,ARG,Airgas,ARG acquired by Air Liquide[131],,
"May 18, 2016",DLR,Digital Realty,TWC,Time Warner Cable,TWC acquired by CHTR[132],,
"May 13, 2016",ALK,Alaska Air Group,SNDK,SanDisk,SNDK acquired by WDC[133],,
"May 3, 2016",AYI,Acuity Brands,ADT,ADT,ADT acquired by APO[134],,
"April 25, 2016",GPN,Global Payments,GME,GameStop,Global Payments is acquiring Heartland Payment Systems[135],,
"April 18, 2016",ULTA,Ulta Beauty,THC,Tenet Healthcare,Ulta replaces Tenet[136],,
"April 8, 2016",UA,Under Armour(Class C),,,Under Armour distribution of second class of stock,,
"April 4, 2016",FL,Foot Locker,CAM,Cameron International,Schlumberger acquired Cameron[137],,
"March 30, 2016",HOLX,Hologic,POM,Pepco Holdings,Exelonacquired Pepco.[138],,
"March 30, 2016",CNC,Centene Corporation,ESV,Ensco,Centene acquiredHealth Net.[138],,
"March 7, 2016",UDR,UDR,GMCR,Keurig Green Mountain,JAB Holding Company acquired Keurig Green Mountain[139],,
"March 4, 2016",AWK,American Water Works,CNX,Consol Energy,AWK replaces CNX[140],,
"February 22, 2016",CXO,Concho Resources,PCL,Plum Creek Timber,PCL taken over by WY[141],,
"February 1, 2016",CFG,Citizens,PCP,Precision Castparts Corporation,CFG replaces PCP[142],,
"February 1, 2016",FRT,Federal Realty Investment Trust,BRCM,Broadcom Corporation,FRT replaces BRCM[143],,
"January 19, 2016",EXR,Extra Space Storage,ACE,Chubb,"EXR replaces ACE as ACE Ltd acquires Chubb and retains the CB ticker, giving up ACE[144]",,
"January 5, 2016",WLTW,Willis Towers Watson,FOSL,Fossil Group,WSH merges with TW (and renames to WLTW)[145],,
"December 29, 2015",CHD,Church & Dwight,ALTR,Altera,ALTR taken over by INTC[146],,
"December 15, 2015",,,CMCSK,Comcast K Corp,CMCSK shares no longer listed[147],,
"December 1, 2015",CSRA,CSRA,CSC,Computer Sciences Corporation,CSC spins off CSRA[148],,
"November 19, 2015",ILMN,Illumina,SIAL,Sigma-Aldrich,Sigma-Aldrich acquired by Merck KGaA (MKGAY)[149],,
"November 18, 2015",SYF,Synchrony Financial,GNW,Genworth Financial,GE spinning off Synchrony Financial[150],,
"November 2, 2015",HPE,Hewlett Packard Enterprise,HCBK,Hudson City Bancorp,HPQ spins off HPE[151],,
"October 7, 2015",VRSK,Verisk Analytics,JOY,Joy Global,Market capitalization change.[152],,
"September 18, 2015",CMCSK,ComcastClass K Special,,,Share class methodology change[153],,
"September 18, 2015",FOX,Twenty-First Century FoxClass B,,,Share class methodology change,,
"September 18, 2015",NWS,News CorporationClass B,,,Share class methodology change,,
"September 2, 2015",UAL,United Continental Holdings,HSP,Hospira,Hospira taken over[154],,
"August 28, 2015",ATVI,Activision Blizzard,PLL,Pall Corporation,Pall taken over[154],,
"July 29, 2015",SIG,Signet Jewelers,DTV,DirecTV,DirecTV acquired by AT&T.[155],,
"July 20, 2015",PYPL,PayPal,NE,Noble Corporation,PayPal Spun off by eBay[156],,
"July 8, 2015",AAP,Advance Auto Parts,FDO,Family Dollar,Family Dollar acquired.[157],,
"July 6, 2015",KHC,Kraft Heinz,KRFT,Kraft Foods,Kraft merger with Heinz.[158],,
"July 2, 2015",CPGX,Columbia Pipeline Group,ATI,Allegheny Technologies,Spin off of Columbia Pipeline.[159],,
"July 1, 2015",JBHT,J.B. Hunt,TEG,Integrys Energy Group,Integrys taken over.[160],,
"July 1, 2015",BXLT,Baxalta,QEP,QEP Resources,Baxalta spun off by Baxter.[161],,
"June 11, 2015",QRVO,Qorvo,LO,Lorillard Tobacco Company,Lorillard gets acquired.[162],,
"April 7, 2015",O,Realty Income Corporation,WIN,Windstream Communications,Market capitalization change.[163],,
"March 23, 2015",AAL,American Airlines Group,AGN,Allergan,Allergan acquired by Actavis (and changed name toAllergan).[164],,
"March 23, 2015",EQIX,Equinix,DNR,Denbury Resources,Market Capitalization Changes.[165],,
"March 23, 2015",SLG,SL Green Realty,NBR,Nabors Industries,Market Capitalization Changes.,,
"March 23, 2015",HBI,Hanesbrands,AVP,Avon Products,Market Capitalization Changes.,,
"March 18, 2015",HSIC,Henry Schein,CFN,Carefusion,Carefusion acquired by Becton Dickinson[166],,
"March 12, 2015",SWKS,Skyworks,PETM,PetSmart,PetSmart acquired by private equity consortium[167],,
"January 27, 2015",HCA,HCA Holdings,SWY,Safeway,Safeway acquired by private equity consortium[168],,
"January 27, 2015",ENDP,Endo International,COV,Covidien,Covidien acquired by Medtronic[169],,
"December 5, 2014",RCL,Royal Caribbean Cruises,BMS,Bemis Company,Market cap changes[170],,
"November 5, 2014",LVLT,Level 3 Communications,JBL,Jabil Circuit,Market cap changes[171],,
"September 20, 2014",URI,United Rentals,BTU,Peabody Energy,Market cap changes[172],,
"September 20, 2014",UHS,Universal Health Services,GHC,Graham Holdings,Market cap changes,,
"August 18, 2014",MNK,Mallinckrodt,RDC,Rowan Companies,Market cap changes[173],,
"August 6, 2014",DISCK,Discovery Communications,,,Class C share distribution[174],,
"July 2, 2014",MLM,Martin Marietta,X,United States Steel,Market capitalization changes[175],,
"July 1, 2014",AMG,Affiliated Managers Group,FRX,Forest Laboratories,Actavis acquires Forest Laboratories[176],,
"June 20, 2014",XEC,Cimarex Energy,IGT,International Game Technology,Market capitalization changes[177],,
"May 8, 2014",AVGO,Avago Technologies,LSI,LSI Corporation,Avago acquires LSI[178],,
"May 1, 2014",UA,Under Armour,BEAM,Suntory Global Spirits,Beam acquired by Suntory[179],,
"May 1, 2014",NAVI,Navient,SLM,SLM Corporation,Navient Spun off from SLM[179],,
"April 3, 2014",GOOGL,Google,,,Google Class C share distribution[180],,
"April 2, 2014",ESS,Essex Property Trust,CLF,Cliffs Natural Resources,Market capitalization changes[181],,
"March 21, 2014",GMCR,Keurig Green Mountain,WPX,WPX Energy,Market capitalization changes[182],,
"January 24, 2014",TSCO,Tractor Supply,LIFE,Life Technologies,Life Technologies acquired by Thermo Fisher Scientific Inc[183],,
"December 23, 2013",ADS,Alliance Data Systems,ANF,Abercrombie & Fitch,Market capitalization changes.[184],,
"December 23, 2013",MHK,Mohawk Industries,JDSU,JDS Uniphase,Market capitalization changes.[184],,
"December 23, 2013",FB,Facebook,TER,Teradyne,Market capitalization changes.[184],,
"December 10, 2013",GGP,General Growth Properties,MOLX,Molex,MOLX acquired byKoch Industries.[185],,
"December 2, 2013",ALLE,Allegion,JCP,JCPenney,Allegion spun off by Ingersoll Rand.[186],,
"November 13, 2013",KORS,Michael Kors,NYX,NYSE Euronext,ICE Exchange acquired NYSE Euronext.[187],,
"October 29, 2013",RIG,Transocean,DELL,Dell,Founder Michael Dell and Silver Lake Partners acquired Dell.[188],,
"September 20, 2013",VRTX,Vertex Pharmaceuticals,AMD,Advanced Micro Devices,Market capitalization change.[189],,
